energy 	 rate 	 negative_error 	 possitive_error 
5.32 	 0.0 	 0.0 	 0.0 
5.34 	 0.0 	 0.0 	 0.0 
5.36 	 0.0 	 0.0 	 0.0 
5.38 	 0.0 	 0.0 	 0.0 
5.4 	 0.0 	 0.0 	 0.0 
5.42 	 0.0 	 0.0 	 0.0 
5.44 	 0.0 	 0.0 	 0.0 
5.46 	 0.0 	 0.0 	 0.0 
5.48 	 0.0 	 0.0 	 0.0 
5.5 	 0.0 	 0.0 	 0.0 
5.5200000000000005 	 0.0 	 0.0 	 0.0 
5.54 	 0.0 	 0.0 	 0.0 
5.5600000000000005 	 0.0 	 0.0 	 0.0 
5.58 	 0.0 	 0.0 	 0.0 
5.6000000000000005 	 0.0 	 0.0 	 0.0 
5.62 	 0.0 	 0.0 	 0.0 
5.64 	 0.0 	 0.0 	 0.0 
5.66 	 0.0 	 0.0 	 0.0 
5.68 	 0.0 	 0.0 	 0.0 
5.7 	 0.0 	 0.0 	 0.0 
5.72 	 0.0 	 0.0 	 0.0 
5.74 	 0.0 	 0.0 	 0.0 
5.76 	 0.0 	 0.0 	 0.0 
5.78 	 0.0 	 0.0 	 0.0 
5.8 	 0.0 	 0.0 	 0.0 
5.82 	 0.0 	 0.0 	 0.0 
5.84 	 0.0 	 0.0 	 0.0 
5.86 	 0.0 	 0.0 	 0.0 
5.88 	 0.0 	 0.0 	 0.0 
5.9 	 0.0 	 0.0 	 0.0 
5.92 	 0.0 	 0.0 	 0.0 
5.94 	 0.0 	 0.0 	 0.0 
5.96 	 0.0 	 0.0 	 0.0 
5.98 	 0.0 	 0.0 	 0.0 
